name,measurementDate,measurementTime,Latitude,Longitude,Temperature,Humidity,Pression,PM25,PM10,,
1,01/06/2022,01:56:52,32.6378896,32.6253525,-115.4989899,53,101,56,15,,
1,03/12/2022,01:56:52,32.6202253,32.6192772,-115.5008476,44,102,54,19,,
3,12/03/2022,01:56:52,32.6302006,32.630692,-115.5040995,42,102,55,27,,
1,09/09/2022,01:56:52,32.6208459,32.6176972,-115.5041575,55,104,55,11,,
3,16/10/2022,01:56:52,32.6178914,32.6216072,-115.5008046,44,100,50,22,,
2,16/11/2022,01:56:52,32.6195022,32.6243082,-115.5088794,64,105,53,15,,
2,16/03/2022,01:56:52,32.6326615,32.6226206,-115.5007031,55,104,52,11,,
2,22/08/2022,01:56:52,32.6305760,32.622214,-115.5021876,49,101,51,25,,
3,05/04/2022,01:56:52,32.6236973,32.6257765,-115.5025065,43,102,52,12,,
1,25/06/2022,01:56:53,32.6284544,32.6287591,-115.5043847,57,102,56,26,,
3,09/07/2022,01:56:54,32.6384373,32.6231475,-115.5067058,59,101,50,14,,
1,13/04/2022,01:56:55,32.6346757,32.6191272,-115.4988446,55,100,52,33,,
3,30/03/2022,01:56:56,32.6246008,32.633249,-115.4989749,58,105,50,14,,
3,16/03/2022,01:56:57,32.6259042,32.6368717,-115.5036691,54,105,53,21,,
1,19/08/2022,01:56:58,32.6307737,32.6176797,-115.5014889,40,104,51,15,,
1,07/06/2022,01:56:59,32.6217687,32.6297171,-115.5093315,59,102,56,17,,
2,15/06/2022,01:57:00,32.6276699,32.6364399,-115.5091598,48,100,56,13,,
3,01/09/2022,01:57:01,32.6316352,32.6316236,-115.5017844,57,103,50,26,,
2,29/03/2022,01:57:02,32.6373880,32.6357888,-115.5028556,57,103,50,32,,
3,25/01/2022,01:57:03,32.6294754,32.6252498,-115.5000946,40,105,51,11,,
2,01/07/2022,01:57:04,32.6362471,32.6315292,-115.510202,51,101,55,31,,
1,17/06/2022,01:57:05,32.6370986,32.6369469,-115.5028995,56,102,56,8,,
3,05/02/2022,01:57:06,32.6223379,32.6366124,-115.5023861,58,101,54,8,,
1,06/02/2022,01:57:07,32.6190636,32.6202073,-115.5032107,53,105,50,15,,
3,03/10/2022,01:57:08,32.6327685,32.6235217,-115.5098218,45,101,52,11,,
2,07/10/2022,01:57:09,32.6181736,32.6286108,-115.5091725,48,101,52,34,,
1,26/02/2022,02:57:09,32.6206928,32.6314048,-115.5053722,51,103,55,32,,
2,29/06/2022,03:57:09,32.6208568,32.6223792,-115.503962,64,104,56,15,,
2,31/05/2022,04:57:09,32.6305785,32.6331852,-115.5085498,60,101,53,9,,
2,20/05/2022,05:57:09,32.6237820,32.6243397,-115.4991361,57,103,51,14,,
2,03/12/2022,06:57:09,32.6343019,32.6288207,-115.5095633,41,100,54,21,,
2,04/02/2022,07:57:09,32.6288619,32.6339558,-115.5048227,43,100,54,26,,
3,09/05/2022,08:57:09,32.6226901,32.6177901,-115.5085966,47,103,54,16,,
2,05/05/2022,09:57:09,32.6336965,32.6280355,-115.5042205,62,101,53,19,,
3,20/11/2022,10:57:09,32.6181968,32.6227967,-115.5060366,51,101,50,23,,
2,18/07/2022,11:57:09,32.6322125,32.6310049,-115.4994027,42,103,50,25,,
1,18/08/2022,12:57:09,32.6227941,32.6335297,-115.505023,49,104,55,18,,
2,14/10/2022,13:57:09,32.6269461,32.6363971,-115.4991916,41,103,56,35,,
2,19/12/2022,14:57:09,32.6250860,32.6190287,-115.503602,52,105,52,8,,
1,14/01/2022,15:57:09,32.6243682,32.6247433,-115.5041823,44,102,50,18,,
3,15/11/2022,16:57:09,32.6287822,32.6266381,-115.5038346,48,105,56,14,,
2,15/05/2022,17:57:09,32.6366385,32.632284,-115.5085426,63,105,52,18,,
1,22/06/2022,18:57:09,32.6258686,32.6350969,-115.502999,53,104,53,35,,
2,12/09/2022,19:57:09,32.6311923,32.6366535,-115.5059137,59,102,50,34,,
2,27/01/2022,20:57:09,32.6372833,32.6217929,-115.5055102,44,104,55,25,,
3,30/06/2022,21:57:09,32.6345509,32.6253513,-115.507382,40,105,52,28,,
2,28/07/2022,22:57:09,32.6371494,32.6225213,-115.509796,41,103,56,32,,
1,31/08/2022,23:57:09,32.6172665,32.6331107,-115.4989224,55,102,55,24,,
1,25/02/2022,00:57:09,32.6371049,32.6358089,-115.5021966,57,101,54,24,,
1,01/12/2022,01:57:09,32.6265330,32.6265471,-115.5075634,55,100,53,24,,
3,18/01/2022,02:57:09,32.6219467,32.6339494,-115.5097318,43,103,55,23,,
3,01/05/2022,03:57:09,32.6345671,32.6297504,-115.5048108,60,103,51,11,,
2,01/10/2022,04:57:09,32.6344262,32.6209148,-115.5050603,54,101,51,31,,
2,26/07/2022,05:57:09,32.6186132,32.6271576,-115.5031554,49,105,56,21,,
1,30/12/2022,06:57:09,32.6177547,32.6204143,-115.5070319,41,105,52,34,,
3,22/03/2022,07:57:09,32.6170834,32.619928,-115.5006571,58,104,54,14,,
1,29/08/2022,08:57:09,32.6236285,32.6260163,-115.508613,61,102,56,13,,
2,15/06/2022,09:57:09,32.6303450,32.624284,-115.505556,48,102,51,30,,
2,29/06/2022,10:57:09,32.6253322,32.6320389,-115.5050125,57,103,54,27,,
2,02/07/2022,11:57:09,32.6222631,32.6347173,-115.5079735,59,102,55,20,,
3,23/05/2022,12:57:09,32.6267826,32.6365651,-115.5055847,42,103,51,9,,
3,22/11/2022,13:57:09,32.6198004,32.6366984,-115.4989747,51,100,52,23,,
2,07/04/2022,14:57:09,32.6182648,32.6246841,-115.5024026,62,101,54,21,,
1,01/10/2022,15:57:09,32.6311604,32.6220691,-115.5003289,61,101,52,14,,
2,24/11/2022,16:57:09,32.6236930,32.6192267,-115.4988857,47,100,55,24,,
3,01/09/2022,17:57:09,32.6289314,32.6315403,-115.5101664,44,104,55,14,,
1,29/06/2022,18:57:09,32.6184515,32.6214115,-115.4992785,42,103,52,16,,
3,30/11/2022,19:57:09,32.6228417,32.6298406,-115.5093541,40,101,54,25,,
3,16/12/2022,20:57:09,32.6190952,32.6281635,-115.5033826,53,105,50,32,,
2,09/08/2022,21:57:09,32.6222066,32.6315846,-115.498948,54,105,54,23,,
1,28/03/2022,22:57:09,32.6353603,32.619973,-115.5080356,61,103,53,26,,
3,30/01/2022,23:57:09,32.6198356,32.6371494,-115.4999864,61,104,52,35,,
1,28/02/2022,00:57:09,32.6352392,32.6289482,-115.5065429,51,103,54,14,,
1,08/12/2022,01:57:09,32.6249586,32.6229142,-115.5064955,60,100,53,24,,
1,21/01/2022,02:57:09,32.6207965,32.6384569,-115.5020092,53,102,55,35,,
2,29/11/2022,03:57:09,32.6306158,32.6349131,-115.5012946,59,100,53,24,,
1,04/07/2022,04:57:09,32.6311484,32.634641,-115.5058592,47,104,53,25,,
1,18/09/2022,05:57:09,32.6368560,32.6301065,-115.5095144,58,102,51,21,,
1,05/06/2022,06:57:09,32.6232235,32.6281435,-115.5002323,61,105,55,35,,
1,28/12/2022,07:57:09,32.6309283,32.6213713,-115.5054883,51,100,52,29,,
1,26/06/2022,08:57:09,32.6176378,32.6313075,-115.4992326,44,100,55,27,,
3,25/10/2022,09:57:09,32.6175577,32.6317689,-115.5085035,60,102,54,14,,
1,02/12/2022,10:57:09,32.6189030,32.6381348,-115.5085841,64,105,53,31,,
2,06/12/2022,11:57:09,32.6262979,32.632116,-115.5092799,42,102,53,26,,
1,21/09/2022,12:57:09,32.6227143,32.6277792,-115.5092782,57,100,52,29,,
2,04/12/2022,13:57:09,32.6194502,32.626841,-115.510386,64,105,56,32,,
3,07/07/2022,14:57:09,32.6173893,32.6213101,-115.5006448,43,104,54,24,,
1,03/11/2022,15:57:09,32.6327120,32.63129,-115.5051528,50,102,51,30,,
1,18/07/2022,16:57:09,32.6218235,32.6276322,-115.5081252,55,102,50,31,,
3,24/08/2022,17:57:09,32.6371309,32.6244565,-115.5031104,64,104,54,16,,
2,08/01/2022,18:57:09,32.6359022,32.6353762,-115.5075574,42,105,54,18,,
2,15/02/2022,19:57:09,32.6345734,32.6210395,-115.5103383,56,105,56,20,,
1,31/08/2022,20:57:09,32.6259124,32.6250536,-115.4993505,51,103,51,30,,
1,13/06/2022,21:57:09,32.6327160,32.620924,-115.4995592,53,105,51,23,,
2,11/08/2022,22:57:09,32.6294199,32.6351057,-115.5026426,43,105,53,15,,
3,08/04/2022,23:57:09,32.6210182,32.6366658,-115.5087126,59,101,51,18,,
2,24/11/2022,00:57:09,32.6323250,32.6372626,-115.5034027,40,103,54,33,,
3,01/03/2022,01:57:09,32.6309811,32.6248906,-115.4987865,48,102,56,22,,
3,23/06/2022,02:57:09,32.6190139,32.6214562,-115.5043771,40,103,52,20,,
2,02/05/2022,03:57:09,32.6178091,32.6361144,-115.5065554,61,104,53,19,,
1,17/11/2022,04:57:09,32.6259177,32.6180947,-115.5002871,48,101,54,21,,
2,12/01/2022,05:57:09,32.6384734,32.6344284,-115.5083171,61,101,53,26,,
1,23/01/2022,06:57:09,32.6334022,32.6299511,-115.4996278,60,101,51,28,,
2,02/03/2022,07:57:09,32.6312745,32.6363215,-115.506232,43,100,50,33,,
3,07/08/2022,08:57:09,32.6332679,32.6233802,-115.5027051,45,104,50,14,,
2,29/05/2022,09:57:09,32.6253490,32.6319891,-115.4994359,40,103,50,16,,
3,11/09/2022,10:57:09,32.6255456,32.6338042,-115.508387,49,100,52,29,,
1,16/03/2022,11:57:09,32.6172839,32.6285989,-115.5034144,59,102,55,30,,
