1;17/05/2021;01:56:52;N/A;N/A;27.70;48.95;100.81;43.18;0.00
1;17/05/2021;01:56:53;N/A;N/A;27.69;48.73;100.81;42.84;23.83
1;17/05/2021;01:56:54;N/A;N/A;27.69;48.46;100.80;43.79;18.36
1;17/05/2021;01:56:55;N/A;N/A;27.69;47.95;100.81;43.08;15.23
1;17/05/2021;01:56:56;N/A;N/A;27.68;47.34;100.81;42.67;24.02
1;17/05/2021;01:56:57;N/A;N/A;27.68;46.82;100.81;42.98;21.87
1;17/05/2021;01:56:58;N/A;N/A;27.69;46.39;100.81;43.25;20.70
1;17/05/2021;01:56:59;N/A;N/A;27.68;45.95;100.81;42.91;18.75
1;17/05/2021;01:57:00;N/A;N/A;27.68;45.52;100.81;43.15;35.55
1;17/05/2021;01:57:01;N/A;N/A;27.67;45.28;100.81;43.05;21.48
1;17/05/2021;01:57:02;N/A;N/A;27.67;45.47;100.80;43.35;28.12
1;17/05/2021;01:57:03;N/A;N/A;27.67;45.48;100.81;43.05;29.30
1;17/05/2021;01:57:04;N/A;N/A;27.67;45.23;100.81;42.64;32.62
1;17/05/2021;01:57:05;N/A;N/A;27.67;45.02;100.81;42.57;79.10
1;17/05/2021;01:57:06;N/A;N/A;27.67;44.83;100.81;42.57;16.99
1;17/05/2021;01:57:07;N/A;N/A;27.68;44.70;100.81;42.91;16.80
1;17/05/2021;01:57:08;N/A;N/A;27.66;44.51;100.81;42.94;27.15
1;17/05/2021;01:57:09;N/A;N/A;27.67;44.33;100.81;42.64;37.11
1;17/05/2021;01:57:10;N/A;N/A;27.66;44.18;100.81;43.42;19.73
1;17/05/2021;01:57:11;N/A;N/A;27.66;43.98;100.81;43.18;25.39
1;17/05/2021;01:57:12;N/A;N/A;27.66;43.89;100.81;43.18;26.17
1;17/05/2021;01:57:13;N/A;N/A;27.66;43.73;100.81;43.18;22.66
1;17/05/2021;01:57:14;N/A;N/A;27.65;43.63;100.81;42.84;25.98
1;17/05/2021;01:57:15;N/A;N/A;27.65;43.46;100.81;42.84;28.32
1;17/05/2021;01:57:16;N/A;N/A;27.65;43.34;100.81;43.79;21.29
1;17/05/2021;01:57:17;N/A;N/A;27.66;42.91;100.82;43.24;34.96
1;17/05/2021;01:57:18;N/A;N/A;27.66;43.12;100.81;43.24;19.34
1;17/05/2021;01:57:19;N/A;N/A;27.66;43.01;100.81;43.18;22.27
1;17/05/2021;01:57:20;N/A;N/A;27.66;42.94;100.81;43.24;24.22
1;17/05/2021;01:57:21;N/A;N/A;27.66;42.86;100.81;43.01;36.33
1;17/05/2021;01:57:22;N/A;N/A;27.64;42.95;100.80;42.73;20.90
1;17/05/2021;01:57:23;N/A;N/A;27.64;42.73;100.80;42.97;24.80
1;17/05/2021;01:57:24;N/A;N/A;27.65;42.71;100.81;43.31;19.34
1;17/05/2021;01:57:25;N/A;N/A;27.64;42.54;100.81;42.97;22.27
1;17/05/2021;01:57:26;N/A;N/A;27.64;42.66;100.81;43.04;30.66
1;17/05/2021;01:57:27;N/A;N/A;27.63;42.63;100.81;43.11;33.79
1;17/05/2021;01:57:28;N/A;N/A;27.64;42.54;100.81;42.50;30.86
1;17/05/2021;01:57:29;N/A;N/A;27.63;42.53;100.81;43.11;25.20
1;17/05/2021;01:57:30;N/A;N/A;27.64;42.43;100.81;43.21;26.17
1;17/05/2021;01:57:31;N/A;N/A;27.64;42.41;100.81;43.04;27.15
1;17/05/2021;01:57:32;N/A;N/A;27.63;42.34;100.81;43.11;26.95
1;17/05/2021;01:57:33;N/A;N/A;27.63;42.29;100.81;43.58;31.25
1;17/05/2021;01:57:34;N/A;N/A;27.63;42.25;100.81;43.58;17.77
1;17/05/2021;01:57:35;N/A;N/A;27.64;42.20;100.81;43.27;25.98
1;17/05/2021;01:57:36;N/A;N/A;27.63;42.17;100.81;43.34;35.74
1;17/05/2021;01:57:37;N/A;N/A;27.63;42.20;100.80;43.58;74.61
1;17/05/2021;01:57:38;N/A;N/A;27.63;42.27;100.81;42.63;24.61
1;17/05/2021;01:57:39;N/A;N/A;27.64;42.32;100.81;43.21;30.47
1;17/05/2021;01:57:40;N/A;N/A;27.63;42.34;100.80;43.58;29.69
1;17/05/2021;01:57:41;N/A;N/A;27.63;42.24;100.81;43.11;16.21
1;17/05/2021;01:57:42;N/A;N/A;27.62;42.33;100.80;43.24;52.15
1;17/05/2021;01:57:43;N/A;N/A;27.63;42.33;100.81;43.58;80.86
1;17/05/2021;01:57:44;N/A;N/A;27.63;42.44;100.81;43.11;25.00
1;17/05/2021;01:57:45;N/A;N/A;27.62;42.35;100.81;43.48;29.88
1;17/05/2021;01:57:46;N/A;N/A;27.63;42.37;100.81;43.34;30.86
1;17/05/2021;01:57:47;N/A;N/A;27.63;42.37;100.81;43.34;22.85
1;17/05/2021;01:57:48;N/A;N/A;27.64;42.31;100.81;43.51;21.68
1;17/05/2021;01:57:49;32.648380;-115.415702;27.64;42.26;100.81;43.45;13.87
1;17/05/2021;01:57:50;32.648380;-115.415702;27.63;42.20;100.81;42.87;15.43
1;17/05/2021;01:57:51;32.648380;-115.415710;27.63;42.16;100.80;43.11;30.47
1;17/05/2021;01:57:52;32.648380;-115.415710;27.63;42.18;100.81;42.94;14.26
1;17/05/2021;01:57:53;32.648380;-115.415718;27.62;42.07;100.80;43.71;35.16
1;17/05/2021;01:57:54;32.648380;-115.415710;27.64;42.10;100.81;43.45;25.98
1;17/05/2021;01:57:55;32.648380;-115.415710;27.63;42.15;100.80;42.70;30.47
